name,website,actual-website,company-overview
AM Labels Ltd,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/am-labels-ltd,https://www.amlabels.co.uk/,"M LABELS LTD is a UK label manufacturer and barcode specialist. Our capabilities include the manufacturing of blank, pre-printed and printed labels all to the user’s requirements."
AMF Bakery Systems,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/amf-bakery-systems,http://www.amfbakery.com/,"About AMF Bakery Systems: Bakeries around the world partner with AMF Bakery Systems – inclusive of AMF Tromp and AMF Den Boer – for best-in-class unit equipment and complete system solutions, for bakeries and food producers, that improve operations, products, and bakery success.
We offer solutions for soft bread & buns, artisan bread, pastry and croissants, cake and pie, pizza and flatbread, and many baking solutions by production ovens, tunnel ovens."
Andros S.N.C.,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/andros-snc,https://www.androschef.fr/en/,"Andros now makes a whole range of 100% natural fruit ingredients for pastry and desserts professionals, branded Andros Chef: frozen purees, compotes, semi-candied fruits and shelf stable fillings. Thanks to the skills of our fruit sourcing team and generations of expertise, we can give the gastronomic community access to the broadest range of 100% natural fruit ingredients, with no added flavoring."
Aptean,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/sanderson-food-drink-manufacturing-erp-and-mes-software,https://aptean.com/,"Aptean is one of the world’s leading providers of industry-specific software. Our enterprise resource planning and supply chain solutions are uniquely designed to meet the needs of food and beverage producers, manufacturers and distributors. With both cloud and on-premise deployment options, Aptean’s products, services and unmatched expertise help food and beverage businesses of all sizes to scale and succeed. Our suite of purpose-built software helps food and beverage businesses lower costs, improve food safety and manage compliance."
Arctica,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/arctica,http://www.arctica.co.uk/,"Arctica are the leading consultant dedicated to the Food and Drink industry. Our multi-disciplined team of experts, with a combined experience of more than 150 years in engineering, design and process can offer a complete design service from project conception through to project completion. Our experience includes high-care, low risk, GMP, ambient and temperature-controlled environments. Whether it is a feasibility study, full design, cost consultancy, project engineering or project management, Arctica has the right ingredients to help you with your next project."
Ashbury,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/ashbury,http://www.ashbury.global/,Coming Soon
Astro Baltics,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/astro-baltics,https://astrobaltics.eu/en/,Coming Soon
Atkins & Potts,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/atkins-potts,http://www.atkinsandpotts.co.uk/,"Atkins and Potts DINE IN ranges are made with love and quality ingredients to help people create a special meal at home. Real food and time to enjoy it. We make everything ourselves in our own kitchens in Hampshire. At the heart of our kitchen philosophy is the use of quality ingredients to give a great depth of flavour and real textures. We also use lots of the key ingredient, not token amounts. Ranges include condiments, chutneys, pour over sauces, gravies, stocks, dressings and mayonnaises."
ATS-Tanner Banding Systems UK Ltd,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/ats-tanner-banding-systems-uk-ltd,https://www.ats-tanner.com/en,ATS - Unique banding solutions
Avery Berkel UK,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/avery-berkel-uk,http://www.averyberkel.com/,"Avery Berkel is a market leading manufacturer of in-store weighing and pre-pack solutions for food retailers worldwide. Innovation is at the heart of our philosophy and we pride ourselves at listening to and working with our customers to deliver benefit-led solutions for their fresh food departments, whether front-of-house serving the public, or back-of-house integrating into operations."
Avient Biosciences LLC,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/avient-biosciences-llc,https://www.avientbiosciences.com/,"Avient Biosciences will be a Novel Food approved and is a (21 CFR Parts 210 & 211) cGMP compliant cannabinoid (CBD) extraction facility in Wilson, NC USA. Our stock warehouses in the UK and EU distribute certified food grade cannabinoid (CBD) ingredients for companies in the consumer products industry that demand compliance and accountability from their suppliers. Home to a world-class team of experts in the pharma, food, beverage, and cosmetic industries, Avient’s 15 Hectares research and extraction campus is located in the Research Triangle region of North Carolina. Our 18,600-square meter manufacturing facility includes pharmaceutical-grade research and production suites, and a on-site analytical laboratory. As a science-first company dedicated to advancing the therapeutic benefits of cannabinoids, our goal is to provide our clients with safe, reliable, and efficacious cannabinoid ingredients they can use to expand their business success. For more information: avientbiosciences.com"
B S T Detectable Products,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/b-s-t-detectable-products,https://www.bst-detectable.com/,"BST specialise in metal detectable, x-ray visible, shatter resistant and antibacterial food safe products, that are utilised across all food sectors including bakery, confectionery, meat, fish, fruit, vegetable and pre-prepared meals."
Bag It Don't Bin It Ltd,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/bag-it-dont-bin-it-ltd,https://www.bidbi.co.uk/,"At BIDBI we make and print branded cotton canvas bags as an eco-friendly, fairly traded alternative to plastic carrier bags. High quality bags and award winning customer service are at the forefront of everything we do in order to help you maximise your brand. Our 100% natural cotton bags act as a sustainable marketing tool or ethical accessory for your business or event. For over 10 years we have been at the forefront of manufacturing and printing reusable cotton bags. Working with over 30,000 clients around the world ranging from local farm shops, design agencies and premium brands providing them in with printed bags. We pride ourselves on delivering high quality printed products with industry leading and expert customer service.
Our range includes, cotton tote bags, aprons, tea towels, jute bags, large tote bags, produce bags, and shopper bags. Many of our bag styles are available in Fairtrade and GOTS Organic cotton. This range is the most ethical and environmental on the market."
Bakedin,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/bakedin,https://www.bakedin.co.uk/,We produce a range of baking kits and mug cake mixes that make thoughtful and delicious gifts.
Baldwin Technical Services,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/baldwin-technical-services,https://baldwintechnical.com/,"Baldwin Technical Services have many years of experience within the Food industry, and employs specialist Engineers in Electrical, Software and mechanical design. The company is fully experienced in de Food & beverage Industry with all major PLC’s, HMI’s, Inverters and Servo Drives. Our design and commissioning engineers are people with great in-depth skill, passion and understanding of the electrical and process engineering industry.
Beside that we are experienced in are Bulk Material Handling (Silo’s). Our market area is the UK and abroad. Within Baldwin Industries we work close together with Sugden Ltd."
Banhoek Chilli Oil Company,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/banhoek-chilli-oil-company,http://www.banhoekchillioil.co.uk/,Banhoek Chilli Oil - A Kitchen Essential For The Spice Connoisseur
Barebells,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/barebells,https://www.barebells.co.uk/,"Since the UK launch in 2018, Swedish-developed brand Barebells has rapidly become a favourite among consumers who desire tasty on-the-go snacks. Barebells offers a whole range of protein-enriched  alternatives to traditional on-the-go snacks with the promise of never compromising on flavour. 
Providing a wide range of bars and milkshakes, all enriched with protein and with no added sugar, Barebells has filled the needs of those health conscious but still taste-driven consumers."
BASTURK CAM SAN. TIC. A.S.,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/basturk-cam-san-tic-as,https://www.basturkcam.com.tr/en,Coming Soon
Baxters Food Group,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/baxters-food-group,http://www.baxters.co.uk/,"Since 1868, our family has dedicated itself to creating high quality products from our table to yours. What we’ve grown together over four generations is an iconic brand that sits on shelves across the UK, maintaining our strong heritage while forging our future."
BCH Ltd,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/bch-rochdale-ltd,https://bchltd.com/,"BCH has a worldwide reputation as a manufacturer of high quality process systems for the food and confectionery industries. BCH has been developing innovative process equipment and solutions from standalone machines, through to turnkey process systems since their establishment in 1835. Utilising their comprehensive range of process knowledge, skills, machinery and workshops, BCH can undertake bespoke process solutions to deliver systems to customers specific and often exacting production needs."
Be Drinks,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/be-drinks,http://www.bedrinks.co.uk/,"BE BUBBLY is a natural and delicious range of Fairtrade, lightly sparkling fruit juice drinks in 250ml cans, each offering one of your five a day. BE Bubbly contains 60% juice and 40% Spring water, reducing the naturally occurring sugars per serving. The demand for healthy, natural and ethical products is increasing, with consumers seeking products that tick all these boxes and actually taste good! There is a limited choice of drinks that can meet all of these demands,BE Bubbly really does and tastes great too, with the vibrant yet natural can design, consumers are drawn to try BE and will repeat purchase.
We are a small independent company, supporting Fairtrade Fruit Farming. Consumers are seeking products like BE and are prepared to pay a little more for something ethical and unique that tastes great.
BE Bubbly is ideal for grab the go, lunch deals, at home with family & friends, in a lunchbox or picnic for anytime of the day. They even make a great mixer with alcoholic drinks."
Beanu Chocolate,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/beanu-chocolate,https://www.beanuchocolate.com/,"Beanu Chocolate was born in Birmingham UK out of passion, inspiration and determination to elevate flavours from the bean to the bar. We want you to explore the different cacao beans we use in the bars and how this effects the taste of the chocolate. Creating a new experience to bring you closer to the origins and tasting the moment. Whether that moment is with a book and cup of coffee, or a dram of your favourite whisky. We are always happy to find the perfect pairing for you. We craft our chocolate through every step of the process from the selected roasting of the beans to hand tempering every bar. We walk with others along the path to pay a fair price for our world class cacao beans to improve the lives of cacao farmers. We are crafting a movement and tasting the moment with you."
Beckfordâ€™s Rum Spirits,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/beckfords,http://www.craftywolf.co.uk/,"About Beckford’s Rum Spirits
We make Award Winning Rums using traditional techniques and only the best natural ingredients. We like to combine our quality Rum with perfectly matched classic flavours to create something truly irresistible. Traders, blenders and bottlers of the finest Rums creating new and innovative flavours. Based in Bath in the South West of the UK, the original city of elegant consumption.
In 2019 we attended over 80 consumer shows trialling our product to consumers across the UK. In August 2019 we were awarded a 3 Star Gt Taste Award for our Caramel Rum. In Nov 2019 we launched White Pearl, Black Pearl & Pineapple Rum. Our research shows our consumer profile is anyone of the legal drinking age who is looking to try something different and is driven by taste. Our products are luxury and indulgent. We continue to create awareness and sell our products at consumer shows and from our website. We will support retailers with samples & tastings to drive sales."
Beeble,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/beeble,https://www.beeble.buzz/,"Beeble began with one hive in North Wiltshire 10 years ago. From this first colony we just about made enough honey to give some jars to friends, with a bit left over for our breakfast.It was delicious."
Beloved,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/elixir-foods-ltd,http://www.belovedates.com/,"Here at Beloved we champion the whole date fruit. In a world that is constantly looking for the right balance between health and indulgence - We offer a range of diverse ingredients solutions derived from dates that not only taste good but do good too! Join our mission to Be Happy, Be Healthy, Be Loved"
Belvoir Farm,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/belvoir-fruit-farms-ltd,http://www.belvoirfarm.co.uk/,"Belvoir Farm lies deep in the Leicestershire countryside, tucked away among the wild hedgerows and unruly shrubs of the Vale of Belvoir. Our amazing team of foodies and thinkers, tasters and sales folk, pickers and packers are here – working together, with nature, to craft our range of premium soft drinks."
Big Brother BV,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/big-brother-bv,https://www.bigbrother.nl/,BigBrother gives business operators a grip on their primary processes by securing risk-prone products and activities and allowing deployed innovations to play a role in achieving operational excellence. We are BigBrother - we are eye-opening.
Black Shuck,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/black-shuck,https://www.blackshuckltd.co.uk/,"Patrick and Sarah Saunders launched their family run business in 2012 with their award
winning Black Shuck Sloe Gin. Since then the Black Shuck range has flourished and
is now recognised all over Norfolk and beyond."
Black Storm Brewery,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/black-storm-brewery,https://blackstormbrewery.com/,We’re here for one thing and one thing only. To make the best beer we can. And we want to share this beer with you.
Blackthorn Salt,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/blackthorn-salt,http://www.blackthornsalt.co.uk/,"Blackthorn Salt has brought back salt making to the Ayrshire coast in an incredibly beautiful, sustainable and innovative way. The world’s only working Thorn Tower. Reminiscent of a Brothers Grimm fairy tale, or even the Game of Thrones, our imposing tower of thorns faces the sea and the mountains of Arran. This spiky structure is incredibly effective as well as being visually impressive: by using the coastal winds and sun, it substantially evaporates seawater for making sea salt. Next to the tower, lies our Pan House, where Salters Gregorie and Malky use their skill and patience to draw off the stunning, mineral-rich sea salt crystals.
Blackthorn is a sustainable and natural salt which tastes of the sea, but also has a deeper mellow sweetness that elevates and prolongs flavours. Acclaimed by the Scotland’s National Chef as being by far the best salt he has ever used, the team at Blackthorn is incredibly proud of its unique method and taste."
Blue Aurora Wine,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/blue-aurora-wine,https://blueaurorawine.co.uk/,"Blue Aurora English Blueberry Wine. Expertly grown and passionately crafted. Blue Aurora is purely and simply made from 100% English blueberries, hand-picked at Lutton Farm in Northamptonshire. The blueberries are pressed and fermented to create this beautiful range of wines."
Blue Skies,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/blue-skies,http://www.blueskies.com/,"Blue Skies ice cream is intensely creamy thanks to the speed with which our fresh coconut milk travels from the leafy groves of Ghana to your pot. Straight from tree to tub! Our delicious ice cream can be enjoyed by all, as our range is: vegan, dairy-free, plant-based, soya-free, gluten-free, nut-free and GMO-free. We have six flavours and would love to scoop you a sample - you won’t believe how creamy non dairy ice creams can be! Flavours: Simply Coconut, Mango & Passion Fruit, Chocolate & Orange, Caffe Latte, Salted Caramel, Vanilla Bean."
Bluepoint Tags & Labels,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/bluepoint-tags-labels,https://www.bluepointtags.co.uk/,"The importance of metal detectability in tagging and labelling operations is well established. Food and beverage processors are under increasing pressures to ensure that the highest standards of food safety are met. Many processors now have metal detection systems in place to prevent the production and distribution of physically contaminated products. Bluepoint’s staff have been manufacturing metal detectable tags and labels for many years and produce a wide range of sizes and formats manufactured to the highest of standards. Not only can we offer bespoke sizes, material constructions, pre-printing of logos and different Coloured backgrounds but we can offer stock holding for next working day call off."
Bodegas Veganzones,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/bodegas-veganzones,http://www.bodegasveganzones.com/,"Bodegas Veganzones was born in 2007, following a tradition of wine growers that started in 1956 when the founders’ grandfather started to make his own wine.
It is a family owned winery located in Fompedraza, one of the highest towns in Ribera del Duero.
Our vision is to produce great quality wines combining traditional viticulture and the latest technology in the cellar.
We produce wine from more than 50 hectares in different plots. However, the vineyard in the limestone plateau (912 m.a.s.l) is where our flagship wines “912 de altitud” come from. The high altitude of the vineyard provides the grapes with special qualities that result in unique wines."
Booker Cash & Carry Ltd,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/booker-cash-carry-ltd,https://www.booker.co.uk/,"Booker is the UK’s leading food & drink wholesaler, with over 190 branches nationwide. We are privileged to serve Premier, Londis, Budgens and Family Shopper retailers along with over 100,000 independent stores. Our commitment to our customers is to improve choice, price and service to help them operate a sustainable and profitable business."
Boost Drinks,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/boost-drinks-ltd,http://www.boostdrinks.com/,"Boost Drinks was established by Simon Gray in 2001. Simon spotted a gap in the market for a value energy drink alternative which would challenge the premium brands within the independent retail sector, and thus, Boost Energy was born."
Borderfields & Stoffell's,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/borderfields-stoffells,http://www.borderfields.co.uk/,‘Coming Soon’
Borna Foods Limited,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/borna-foods-limited,http://www.bornafoods.com/,"We’re a young British company based in the UK, and we know our nuts! We serve both local and international markets so everyone can get their hands on our nutty goodness – we’ve become leaders in innovative pistachio, almond, and cashew products. Our range of fresh, aromatic flavours stretches across premium nuts, artisan butters, and nutritious milk-alternative drinks. We’re on a mission to open your mind to the wonderful world of nut products – visit our stand!"
BP Oil UK Ltd,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/bp-oil-uk-ltd,https://www.foodanddrinkexpo.co.uk/exhibitors-2021/#/exhibitors?areaId=ce468bac-cbf5-11ea-8d6b-000000000000,"Via a complete offer to our Dealer Partners of Wild Bean Cafe, bp fuels and bp Pulse Electric Vehicle charging…we’re reimagining energy for people and our planet #bpNetZero"
Brain Blasterz,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/brain-blasterz,https://brainblasterz.com/,"Brain Blasterz is a super sour candy brand, number one across Europe and the Middle East and fan favourite on social media. There are 13 sku’s available which offer broad appeal due to the range of price points and the unique ‘sour scale’ from one to five on every product. Recent updates to all packaging mean that every product has now got clear icons showing that they are vegan and halal making the whole range fit into two of the fastest growing food categories. On top of that, sour confectionery is growing 5 x faster than the rest of the confectionery category (Source: The Grocer). Brain Blasterz is designed to look most impactful when multiple SKU’s are ranged together making the confectionery shelves extra eye-catching."
Bridor,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/bridor,https://www.bridor.com/,"French manufacturer of frozen high quality Viennese pastries, breads and patisseries for the professionals of the foodservice and retail sector."
Brindisa Spanish Foods,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/brindisa-spanish-foods,https://brindisa.com/,"Brindisa has been sourcing and supplying high quality and artisan Spanish ingredients to restaurants, delis and foodhalls for over 30 years, since 1988. With a shop and chorizo stall in London’s Borough Market, a cheese and charcuterie shop in Balham’s Hildreth Street, cheese caves in our Balham warehouse and six tapas restaurants, Brindisa is the home of authentic Spanish food. Discover ibérico ham and charcuterie, artisan cheeses, iconic Perelló olives, pulses, preserved vegetables, pimentón, cured fish, rice, vinegars, olive oils, nuts, snacks and more exceptional foods from Spain."
Buchi UK Ltd,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/buchi-uk-ltd,https://www.buchi.com/gb-en,"Made in Switzerland, loved in the UK.
For over 80 years BUCHI is a leading solution provider in laboratory technology for R & D, quality control and production worldwide.
We serve a wide range of industries such as pharmaceuticals, chemicals, food & beverage, feed, environmental analysis and academia."
